modelo;año;precio;transmision;kilometraje;tipo_combustible;impuesto_circulacion;mpg;tamaño_motor
 Yaris;2015.0;11990.0;Automatic;36059.0;Hybrid;0.0;78.0;1.5
 Yaris;2019.0;11995.0;Manual;10105.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;13995.0;Manual;5693.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;11295.0;Manual;5973.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;13690.0;Automatic;3180.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;10490.0;Manual;9363.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;11295.0;Manual;14249.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;9995.0;Manual;16300.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;11995.0;Manual;10596.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;10995.0;Manual;12006.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;11990.0;Manual;9119.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;9995.0;Manual;20860.0;Petrol;145.0;55.0;1.3
 Yaris;2015.0;10495.0;Automatic;43621.0;Hybrid;0.0;86.0;1.5
 Yaris;2014.0;10695.0;Automatic;28783.0;Hybrid;0.0;80.7;1.5
 Yaris;2017.0;11995.0;Automatic;23068.0;Hybrid;135.0;76.3;1.5
 Yaris;2018.0;10895.0;Manual;14970.0;Petrol;145.0;56.5;1.5
 Yaris;2018.0;10995.0;Manual;13839.0;Petrol;145.0;56.5;1.5
 Yaris;2019.0;11990.0;Manual;9032.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;10995.0;Manual;12418.0;Petrol;145.0;56.5;1.5
 Yaris;2017.0;10391.0;Automatic;30107.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;11990.0;Manual;8865.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;13490.0;Manual;4835.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;13495.0;Automatic;5176.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;13995.0;Manual;5548.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;10995.0;Manual;9314.0;Petrol;150.0;56.5;1.5
 Yaris;2017.0;9995.0;Manual;11880.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;12790.0;Manual;3391.0;Petrol;145.0;47.9;1.5
 Yaris;2016.0;7490.0;Manual;46722.0;Petrol;0.0;66.0;1.0
 Yaris;2018.0;14290.0;Manual;5644.0;Hybrid;140.0;67.3;1.5
 Yaris;2018.0;8995.0;Manual;29694.0;Petrol;150.0;58.9;1.5
 Yaris;2017.0;8998.0;Manual;16823.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;8498.0;Manual;32081.0;Petrol;145.0;58.9;1.5
 Yaris;2014.0;6498.0;Manual;33289.0;Petrol;125.0;52.3;1.3
 Yaris;2015.0;10490.0;Automatic;29852.0;Hybrid;0.0;78.0;1.5
 Yaris;2019.0;12495.0;Manual;6285.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;7850.0;Manual;35586.0;Petrol;30.0;58.0;1.3
 Yaris;2016.0;11290.0;Automatic;28110.0;Hybrid;0.0;86.0;1.5
 Yaris;2017.0;10970.0;Automatic;3417.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12985.0;Automatic;7106.0;Hybrid;135.0;76.3;1.5
 Yaris;2015.0;9898.0;Automatic;43335.0;Hybrid;0.0;78.0;1.5
 Yaris;2015.0;11395.0;Automatic;27483.0;Hybrid;0.0;78.0;1.5
 Yaris;2016.0;8999.0;Manual;25826.0;Petrol;30.0;55.0;1.3
 Yaris;2014.0;10495.0;Automatic;29090.0;Hybrid;0.0;76.3;1.5
 Yaris;2018.0;12995.0;Automatic;2764.0;Petrol;150.0;60.1;1.5
 Yaris;2019.0;11990.0;Manual;12314.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11990.0;Manual;11500.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11990.0;Manual;1983.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;10995.0;Manual;8156.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;11495.0;Manual;7400.0;Petrol;145.0;56.5;1.5
 Yaris;2017.0;9480.0;Manual;22736.0;Petrol;145.0;55.0;1.3
 Yaris;2016.0;11990.0;Automatic;14214.0;Hybrid;0.0;86.0;1.5
 Yaris;2017.0;9990.0;Manual;17152.0;Petrol;30.0;55.0;1.3
 Yaris;2017.0;9290.0;Manual;26000.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;12490.0;Automatic;14000.0;Hybrid;135.0;76.3;1.5
 Yaris;2017.0;11290.0;Manual;5775.0;Petrol;145.0;55.0;1.3
 Yaris;2017.0;9990.0;Manual;33199.0;Petrol;30.0;55.0;1.3
 Yaris;2019.0;16995.0;Automatic;4117.0;Hybrid;140.0;67.3;1.5
 Yaris;2018.0;10190.0;Manual;13996.0;Petrol;150.0;58.9;1.5
 Yaris;2017.0;9490.0;Manual;29456.0;Petrol;150.0;56.5;1.5
 Yaris;2018.0;12890.0;Manual;9446.0;Hybrid;140.0;67.3;1.5
 Yaris;2018.0;10995.0;Manual;22421.0;Petrol;145.0;47.1;1.5
 Yaris;2016.0;9295.0;Manual;23965.0;Petrol;30.0;55.0;1.3
 Yaris;2018.0;10495.0;Manual;17196.0;Petrol;145.0;58.9;1.5
 Yaris;2017.0;9795.0;Manual;24114.0;Petrol;30.0;55.0;1.3
 Yaris;2016.0;10995.0;Automatic;39133.0;Hybrid;0.0;86.0;1.5
 Yaris;2016.0;8680.0;Manual;14875.0;Petrol;30.0;55.0;1.3
 Yaris;2018.0;11195.0;Manual;14001.0;Petrol;145.0;58.9;1.5
 Yaris;2016.0;13295.0;Automatic;19114.0;Hybrid;0.0;78.5;1.5
 Yaris;2016.0;9995.0;Automatic;41193.0;Hybrid;0.0;86.0;1.5
 Yaris;2018.0;9680.0;Manual;12714.0;Petrol;145.0;65.7;1.0
 Yaris;2018.0;12990.0;Automatic;17303.0;Hybrid;140.0;76.3;1.5
 Yaris;2017.0;9695.0;Manual;17447.0;Petrol;30.0;58.0;1.3
 Yaris;2018.0;10995.0;Manual;16447.0;Petrol;150.0;47.1;1.5
 Yaris;2017.0;9995.0;Manual;24117.0;Petrol;30.0;55.0;1.3
 Yaris;2018.0;12295.0;Manual;12010.0;Petrol;145.0;47.1;1.5
 Yaris;2019.0;14995.0;Manual;2119.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;14295.0;Automatic;2441.0;Hybrid;135.0;67.3;1.5
 Yaris;2017.0;12995.0;Automatic;7292.0;Hybrid;0.0;86.0;1.5
 Yaris;2018.0;9995.0;Manual;13114.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;9995.0;Manual;25414.0;Petrol;145.0;58.9;1.5
 Yaris;2013.0;9995.0;Automatic;45558.0;Hybrid;0.0;76.3;1.5
 Yaris;2018.0;13995.0;Automatic;9114.0;Hybrid;135.0;76.3;1.5
 Yaris;2016.0;9995.0;Manual;31881.0;Petrol;30.0;55.0;1.3
 Yaris;2018.0;9295.0;Manual;28445.0;Petrol;145.0;65.7;1.0
 Yaris;2017.0;11295.0;Automatic;3187.0;Petrol;30.0;58.0;1.3
 Yaris;2017.0;9495.0;Manual;17356.0;Petrol;30.0;58.0;1.3
 Yaris;2016.0;8295.0;Manual;48117.0;Petrol;30.0;55.0;1.3
 Yaris;2017.0;10395.0;Automatic;32994.0;Petrol;30.0;55.0;1.3
 Yaris;2018.0;14095.0;Automatic;2080.0;Hybrid;135.0;76.3;1.5
 Yaris;2017.0;9595.0;Manual;9397.0;Petrol;30.0;58.0;1.3
 Yaris;2017.0;10295.0;Manual;10525.0;Petrol;145.0;58.9;1.5
 Yaris;2017.0;9195.0;Manual;15699.0;Petrol;30.0;58.0;1.3
 Yaris;2015.0;8225.0;Automatic;76517.0;Hybrid;0.0;78.0;1.5
 Yaris;2017.0;9795.0;Manual;22247.0;Petrol;145.0;58.9;1.5
 Yaris;2017.0;10595.0;Manual;8044.0;Petrol;150.0;56.5;1.5
 Yaris;2017.0;10095.0;Automatic;41558.0;Petrol;145.0;60.1;1.5
 Yaris;2019.0;11995.0;Manual;5.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11998.0;Manual;2340.0;Petrol;145.0;47.9;1.5
 Yaris;2016.0;9795.0;Manual;25441.0;Petrol;30.0;55.0;1.3
 Yaris;2018.0;9295.0;Manual;26468.0;Petrol;145.0;58.9;1.5
 Yaris;2015.0;10295.0;Automatic;32883.0;Hybrid;0.0;78.0;1.5
 Yaris;2019.0;13795.0;Automatic;5942.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;12998.0;Automatic;25354.0;Hybrid;0.0;78.0;1.5
 Yaris;2018.0;9498.0;Manual;32315.0;Petrol;145.0;58.9;1.5
 Yaris;2015.0;8498.0;Manual;13003.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;11998.0;Manual;9911.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;8495.0;Manual;36342.0;Petrol;150.0;58.9;1.5
 Yaris;2017.0;8795.0;Manual;45500.0;Petrol;150.0;58.9;1.5
 Yaris;2017.0;8695.0;Manual;25108.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12498.0;Automatic;9133.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;12498.0;Automatic;18803.0;Hybrid;0.0;86.0;1.5
 Yaris;2018.0;11799.0;Manual;5771.0;Petrol;145.0;47.1;1.5
 Yaris;2018.0;10998.0;Manual;10294.0;Petrol;145.0;58.9;1.5
 Yaris;2017.0;8795.0;Manual;32887.0;Petrol;145.0;65.7;1.0
 Yaris;2017.0;13195.0;Automatic;10114.0;Hybrid;135.0;76.3;1.5
 Yaris;2019.0;11998.0;Manual;8355.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11998.0;Manual;8029.0;Petrol;145.0;47.9;1.5
 Yaris;2013.0;6050.0;Manual;36331.0;Petrol;125.0;51.4;1.3
 Yaris;2015.0;10498.0;Automatic;21689.0;Hybrid;0.0;78.0;1.5
 Yaris;2017.0;7998.0;Manual;63978.0;Petrol;150.0;56.5;1.5
 Yaris;2016.0;10590.0;Automatic;32956.0;Hybrid;0.0;86.0;1.5
 Yaris;2016.0;12795.0;Automatic;16604.0;Hybrid;0.0;78.0;1.5
 Yaris;2015.0;9998.0;Automatic;50714.0;Hybrid;0.0;78.0;1.5
 Yaris;2019.0;13495.0;Manual;150.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12995.0;Manual;8600.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12995.0;Manual;7000.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12995.0;Manual;12000.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12995.0;Manual;8951.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11995.0;Manual;12568.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11995.0;Manual;7500.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;9995.0;Manual;11500.0;Petrol;30.0;58.0;1.3
 Yaris;2018.0;11995.0;Manual;7538.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;16495.0;Manual;4500.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;9995.0;Manual;3800.0;Petrol;145.0;66.0;1.0
 Yaris;2020.0;14495.0;Manual;25.0;Petrol;150.0;47.9;1.5
 Yaris;2019.0;13895.0;Manual;25.0;Petrol;150.0;47.9;1.5
 Yaris;2018.0;11295.0;Manual;12689.0;Petrol;145.0;47.1;1.5
 Yaris;2019.0;12495.0;Manual;4344.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12995.0;Manual;3816.0;Petrol;145.0;47.9;1.5
 Yaris;2015.0;11995.0;Automatic;19987.0;Hybrid;0.0;78.0;1.5
 Yaris;2019.0;11595.0;Manual;8559.0;Petrol;145.0;47.9;1.5
 Yaris;2020.0;14769.0;Manual;25.0;Petrol;150.0;47.9;1.5
 Yaris;2020.0;14769.0;Manual;25.0;Petrol;150.0;47.9;1.5
 Yaris;2020.0;18908.0;Automatic;1133.0;Petrol;150.0;47.9;1.5
 Yaris;2019.0;11895.0;Manual;11849.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;11495.0;Automatic;49682.0;Hybrid;0.0;78.0;1.5
 Yaris;2013.0;5750.0;Manual;39675.0;Petrol;125.0;51.4;1.3
 Yaris;2014.0;5390.0;Manual;70020.0;Petrol;125.0;52.3;1.3
 Yaris;2013.0;5999.0;Manual;41000.0;Petrol;125.0;51.4;1.3
 Yaris;2016.0;11695.0;Automatic;27490.0;Hybrid;0.0;86.0;1.5
 Yaris;2019.0;14995.0;Automatic;6173.0;Hybrid;135.0;76.3;1.5
 Yaris;2018.0;14995.0;Automatic;10099.0;Hybrid;135.0;76.3;1.5
 Yaris;2017.0;9495.0;Manual;22414.0;Petrol;30.0;58.0;1.3
 Yaris;2017.0;8995.0;Manual;28904.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;13495.0;Manual;1971.0;Petrol;150.0;47.9;1.5
 Yaris;2017.0;9295.0;Manual;22627.0;Petrol;30.0;58.0;1.3
 Yaris;2018.0;14795.0;Automatic;9078.0;Hybrid;140.0;76.3;1.5
 Yaris;2018.0;11295.0;Manual;7513.0;Petrol;150.0;47.1;1.5
 Yaris;2017.0;12495.0;Automatic;17250.0;Petrol;150.0;60.1;1.5
 Yaris;2015.0;8495.0;Manual;22362.0;Petrol;30.0;55.0;1.3
 Yaris;2015.0;6599.0;Manual;36405.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12495.0;Manual;11596.0;Petrol;145.0;47.9;1.5
 Yaris;2015.0;7495.0;Manual;36076.0;Petrol;0.0;66.0;1.0
 Yaris;2017.0;8995.0;Automatic;51032.0;Petrol;30.0;58.0;1.3
 Yaris;2015.0;10995.0;Automatic;19000.0;Hybrid;0.0;78.0;1.5
 Yaris;2018.0;9995.0;Manual;17532.0;Petrol;145.0;56.5;1.5
 Yaris;2017.0;11998.0;Automatic;23663.0;Hybrid;0.0;86.0;1.5
 Yaris;2016.0;11998.0;Automatic;26920.0;Hybrid;0.0;86.0;1.5
 Yaris;2017.0;10195.0;Manual;20511.0;Petrol;145.0;56.5;1.5
 Yaris;2017.0;11899.0;Automatic;5100.0;Petrol;145.0;60.1;1.5
 Yaris;2019.0;12995.0;Manual;3491.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;10360.0;Automatic;25418.0;Petrol;145.0;60.1;1.5
 Yaris;2014.0;8990.0;Semi_Auto;22695.0;Petrol;30.0;55.4;1.3
 Yaris;2014.0;8990.0;Semi_Auto;17930.0;Petrol;30.0;55.4;1.3
 Yaris;2013.0;5791.0;Manual;45000.0;Petrol;125.0;51.4;1.3
 Yaris;2015.0;11290.0;Automatic;23628.0;Hybrid;0.0;78.0;1.5
 Yaris;2018.0;13260.0;Automatic;9835.0;Hybrid;135.0;76.3;1.5
 Yaris;2017.0;11991.0;Automatic;17954.0;Hybrid;135.0;76.3;1.5
 Yaris;2016.0;9591.0;Manual;19615.0;Petrol;30.0;55.0;1.3
 Yaris;2017.0;9500.0;Manual;15603.0;Petrol;150.0;58.9;1.5
 Yaris;2016.0;7800.0;Manual;33101.0;Petrol;30.0;58.0;1.3
 Yaris;2016.0;11495.0;Automatic;22000.0;Hybrid;0.0;86.0;1.5
 Yaris;2019.0;9999.0;Manual;9900.0;Petrol;150.0;49.6;1.0
 Yaris;2017.0;11999.0;Automatic;19588.0;Hybrid;140.0;76.3;1.5
 Yaris;2018.0;9900.0;Manual;16806.0;Petrol;150.0;58.9;1.5
 Yaris;2020.0;14990.0;Automatic;2.0;Petrol;150.0;47.9;1.5
 Yaris;2019.0;17000.0;Automatic;981.0;Petrol;150.0;47.9;1.5
 Yaris;2019.0;14275.0;Automatic;10582.0;Hybrid;140.0;76.3;1.5
 Yaris;2020.0;14990.0;Automatic;10.0;Petrol;150.0;47.9;1.5
 Yaris;2017.0;9600.0;Manual;31413.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;11495.0;Manual;25000.0;Petrol;145.0;47.1;1.5
 Yaris;2016.0;8990.0;Automatic;35562.0;Petrol;30.0;55.0;1.3
 Yaris;2014.0;6540.0;Manual;39206.0;Petrol;30.0;58.0;1.3
 Yaris;2015.0;9880.0;Automatic;26710.0;Hybrid;0.0;86.0;1.5
 Yaris;2017.0;9695.0;Manual;15300.0;Petrol;145.0;58.9;1.5
 Yaris;2016.0;6999.0;Manual;40706.0;Petrol;30.0;58.0;1.3
 Yaris;2017.0;9500.0;Manual;22549.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;9960.0;Manual;19527.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;13500.0;Manual;3456.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;9765.0;Manual;13524.0;Petrol;145.0;47.1;1.5
 Yaris;2017.0;10999.0;Automatic;9589.0;Petrol;145.0;60.1;1.5
 Yaris;2013.0;6694.0;Manual;35904.0;Petrol;125.0;51.4;1.3
 Yaris;2019.0;10950.0;Manual;1237.0;Petrol;145.0;47.9;1.5
 Yaris;2013.0;7495.0;Automatic;70000.0;Hybrid;0.0;76.3;1.5
 Yaris;2018.0;13790.0;Automatic;8900.0;Hybrid;135.0;76.3;1.5
 Yaris;2015.0;9495.0;Automatic;12458.0;Petrol;30.0;58.0;1.3
 Yaris;2014.0;6995.0;Manual;58499.0;Petrol;125.0;52.3;1.3
 Yaris;2018.0;11000.0;Manual;8109.0;Petrol;145.0;47.1;1.5
 Yaris;2019.0;11990.0;Manual;1769.0;Petrol;145.0;47.9;1.5
 Yaris;2014.0;7395.0;Manual;28736.0;Petrol;30.0;58.0;1.3
 Yaris;2015.0;9695.0;Automatic;44415.0;Hybrid;0.0;78.0;1.5
 Yaris;2013.0;8298.0;Automatic;54473.0;Hybrid;0.0;80.7;1.5
 Yaris;2016.0;7449.0;Manual;38567.0;Petrol;30.0;58.0;1.3
 Yaris;2017.0;10290.0;Manual;15929.0;Petrol;30.0;55.0;1.3
 Yaris;2018.0;10890.0;Manual;14964.0;Petrol;145.0;58.9;1.5
 Yaris;2020.0;13990.0;Manual;2114.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;11000.0;Manual;14022.0;Petrol;150.0;47.1;1.5
 Yaris;2015.0;7298.0;Manual;44052.0;Petrol;30.0;55.0;1.3
 Yaris;2019.0;11498.0;Manual;5336.0;Petrol;150.0;47.9;1.5
 Yaris;2018.0;7600.0;Manual;70167.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;12990.0;Manual;2557.0;Petrol;145.0;47.9;1.5
 Yaris;2013.0;5690.0;Manual;29894.0;Petrol;30.0;58.9;1.0
 Yaris;2017.0;9150.0;Manual;31413.0;Petrol;145.0;58.9;1.5
 Yaris;2017.0;14500.0;Automatic;7962.0;Hybrid;0.0;86.0;1.5
 Yaris;2017.0;14000.0;Automatic;24198.0;Hybrid;0.0;78.0;1.5
 Yaris;2014.0;7449.0;Manual;24379.0;Petrol;30.0;55.0;1.3
 Yaris;2016.0;11498.0;Automatic;20675.0;Hybrid;0.0;86.0;1.5
 Yaris;2016.0;11698.0;Automatic;23058.0;Hybrid;0.0;86.0;1.5
 Yaris;2017.0;8298.0;Manual;25775.0;Petrol;30.0;58.0;1.3
 Yaris;2017.0;11300.0;Automatic;49039.0;Hybrid;135.0;76.3;1.5
 Yaris;2017.0;13800.0;Automatic;10236.0;Hybrid;0.0;86.0;1.5
 Yaris;2013.0;5499.0;Manual;53000.0;Petrol;125.0;51.4;1.3
 Yaris;2018.0;9999.0;Manual;9012.0;Petrol;145.0;56.5;1.5
 Yaris;2018.0;10499.0;Manual;6432.0;Petrol;145.0;58.9;1.5
 Yaris;2014.0;9387.0;Automatic;47511.0;Hybrid;0.0;80.7;1.5
 Yaris;2016.0;7970.0;Manual;21020.0;Petrol;30.0;58.0;1.3
 Yaris;2016.0;8599.0;Manual;21056.0;Petrol;30.0;55.0;1.3
 Yaris;2015.0;10600.0;Automatic;58856.0;Hybrid;0.0;78.0;1.5
 Yaris;2015.0;8700.0;Automatic;28604.0;Petrol;30.0;58.0;1.3
 Yaris;2015.0;6390.0;Manual;33673.0;Petrol;30.0;58.0;1.3
 Yaris;2013.0;5998.0;Manual;42741.0;Petrol;125.0;51.4;1.3
 Yaris;2019.0;13102.0;Manual;2796.0;Petrol;145.0;47.9;1.5
 Yaris;2013.0;4495.0;Manual;60020.0;Petrol;30.0;58.9;1.0
 Yaris;2017.0;8995.0;Manual;18569.0;Petrol;30.0;58.0;1.3
 Yaris;2016.0;8995.0;Manual;14704.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12290.0;Manual;5408.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11661.0;Manual;6365.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12329.0;Manual;4773.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12245.0;Manual;6165.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12771.0;Manual;5254.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;10300.0;Manual;6766.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12476.0;Manual;3819.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;10981.0;Automatic;15441.0;Petrol;145.0;60.1;1.5
 Yaris;2019.0;13690.0;Automatic;6986.0;Hybrid;135.0;76.3;1.5
 Yaris;2017.0;10612.0;Automatic;28993.0;Petrol;30.0;58.0;1.3
 Yaris;2016.0;11284.0;Automatic;25683.0;Hybrid;0.0;78.0;1.5
 Yaris;2019.0;12058.0;Manual;5088.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;10300.0;Manual;5607.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;10460.0;Manual;8461.0;Petrol;145.0;58.9;1.5
 Yaris;2018.0;9940.0;Manual;18848.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;11923.0;Manual;4967.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;13256.0;Automatic;2563.0;Hybrid;0.0;86.0;1.5
 Yaris;2019.0;13810.0;Automatic;3768.0;Hybrid;135.0;76.3;1.5
 Yaris;2019.0;13640.0;Automatic;7161.0;Hybrid;135.0;76.3;1.5
 Yaris;2019.0;13690.0;Automatic;7011.0;Hybrid;135.0;76.3;1.5
 Yaris;2019.0;13690.0;Automatic;6026.0;Hybrid;135.0;76.3;1.5
 Yaris;2019.0;13850.0;Automatic;2326.0;Hybrid;135.0;76.3;1.5
 Yaris;2018.0;10298.0;Manual;79032.0;Petrol;145.0;56.5;1.5
 Yaris;2017.0;12998.0;Automatic;7768.0;Hybrid;140.0;76.3;1.5
 Yaris;2015.0;7392.0;Manual;25132.0;Petrol;0.0;66.0;1.0
 Yaris;2017.0;8499.0;Manual;29271.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12863.0;Manual;4689.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12933.0;Manual;3900.0;Petrol;145.0;47.9;1.5
 Yaris;2015.0;7051.0;Manual;34934.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12436.0;Manual;3986.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12436.0;Manual;4034.0;Petrol;145.0;47.9;1.5
 Yaris;2013.0;6191.0;Manual;39869.0;Petrol;125.0;51.4;1.3
 Yaris;2014.0;7191.0;Manual;25324.0;Petrol;125.0;51.4;1.3
 Yaris;2019.0;11892.0;Manual;6772.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;10732.0;Automatic;50556.0;Hybrid;0.0;86.0;1.5
 Yaris;2018.0;10992.0;Automatic;27722.0;Petrol;145.0;60.1;1.5
 Yaris;2018.0;13422.0;Automatic;16000.0;Hybrid;135.0;76.3;1.5
 Yaris;2016.0;8490.0;Manual;23615.0;Petrol;30.0;58.0;1.3
 Yaris;2013.0;8592.0;Automatic;41480.0;Hybrid;0.0;80.7;1.5
 Yaris;2019.0;10512.0;Manual;18325.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11330.0;Manual;5069.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;12000.0;Automatic;11299.0;Hybrid;0.0;86.0;1.5
 Yaris;2018.0;10991.0;Manual;6000.0;Petrol;150.0;58.9;1.5
 Yaris;2019.0;11280.0;Manual;6065.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11992.0;Manual;5395.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11330.0;Manual;3797.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;10992.0;Manual;14606.0;Petrol;145.0;56.5;1.5
 Yaris;2019.0;12252.0;Manual;7403.0;Petrol;145.0;47.9;1.5
 Yaris;2016.0;12750.0;Automatic;17412.0;Hybrid;0.0;78.0;1.5
 Yaris;2013.0;5250.0;Manual;52454.0;Petrol;30.0;58.9;1.0
 Yaris;2015.0;7000.0;Manual;41652.0;Petrol;30.0;58.0;1.3
 Yaris;2020.0;14991.0;Manual;3836.0;Petrol;150.0;47.9;1.5
 Yaris;2018.0;11171.0;Manual;11231.0;Petrol;150.0;58.9;1.5
 Yaris;2019.0;12803.0;Manual;5800.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12933.0;Manual;3693.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;11698.0;Automatic;30987.0;Hybrid;135.0;86.0;1.5
 Yaris;2014.0;7495.0;Manual;3851.0;Petrol;125.0;52.3;1.3
 Yaris;2016.0;7995.0;Manual;44214.0;Petrol;30.0;58.0;1.3
 Yaris;2017.0;10975.0;Automatic;24499.0;Petrol;145.0;60.1;1.5
 Yaris;2017.0;9169.0;Manual;25000.0;Petrol;145.0;56.5;1.5
 Yaris;2019.0;11986.0;Manual;3902.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;12239.0;Manual;4604.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;11895.0;Manual;8065.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;10498.0;Manual;9480.0;Petrol;30.0;55.0;1.3
 Yaris;2019.0;12096.0;Manual;2761.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;13192.0;Manual;5937.0;Petrol;145.0;47.9;1.5
 Yaris;2018.0;11494.0;Manual;15436.0;Petrol;150.0;56.5;1.5
 Yaris;2018.0;10291.0;Manual;27365.0;Petrol;145.0;58.9;1.5
 Yaris;2019.0;12022.0;Manual;5797.0;Petrol;150.0;47.9;1.5
 Yaris;2019.0;12933.0;Manual;3711.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;13102.0;Manual;2812.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;13810.0;Automatic;6525.0;Hybrid;135.0;76.3;1.5
 Yaris;2015.0;10493.0;Automatic;34727.0;Hybrid;0.0;78.0;1.5
 Yaris;2019.0;13191.0;Manual;604.0;Petrol;145.0;47.9;1.5
 Yaris;2019.0;10920.0;Manual;2286.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;11695.0;Automatic;5938.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12295.0;Manual;10181.0;Petrol;145.0;47.9;1.5
 Yaris;2017.0;11495.0;Manual;12860.0;Petrol;145.0;56.5;1.5
 Yaris;2016.0;11677.0;Automatic;16333.0;Hybrid;0.0;78.0;1.5
 Yaris;2017.0;10498.0;Manual;6692.0;Petrol;30.0;55.0;1.3
 Yaris;2017.0;8888.0;Manual;21692.0;Petrol;30.0;58.0;1.3
 Yaris;2019.0;12495.0;Manual;3942.0;Petrol;145.0;47.9;1.5
